Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP002031;371562;75012;14;1;Mission Vélo;REAMENAGEMENT_VOIRIE;pérennisation de la corona piste Faidherbe-Nation, travaux en deux phases .;rue du faubourg Saint Antoine;crf Faidherbe au crf Picpus / Boulets du 12/07 au 15/10. crf Picpus / Boulets à la place de la Nation du 26/08 au 15/10/21.;2021-07-12;2021-10-15;SENS_UNIQUE;Maintien du sens de circulation place de la Nation vers jusqu'au crf Faidherbe, les cyclistes seront dans la circulation générale. Contre-sens cyclable du crf Faidherbe vers et jusqu'à la place de la Nation.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Faubourg Saint-Antoine 2.pdf;2021-06-21;2021-08-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.384729240500205, 48.85014179542543], [2.394226835527289, 48.848686481938245], [2.39430789473567, 48.84871374613072], [2.394228271346447, 48.848562964759815], [2.38508950544945, 48.84995567543999], [2.385064776350401, 48.84998240124242], [2.38495886407722, 48.849992597826514], [2.384886071045548, 48.849954629734135], [2.384729240500205, 48.85014179542543]]]}";48.849349606,2.38948612378
CP000405;;75019;10;2;RATP;TRAVAUX_OUVRAGE;Adaptation de la station Porte des Lilas pour prolongement ligne 11, dont SAP du 15/03 au 30/09/21.;Av de la Porte des Lilas;;2017-10-26;2021-12-31;RESTREINTE;Maintien de 2 files de circulation dans chaque sens;1;2;;2017-09-14;2021-11-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.406983699710445, 48.877040484443604], [2.406780803236834, 48.87734814526721], [2.408279824378731, 48.87792995207227], [2.408598081677292, 48.87749670817099], [2.408241162806398, 48.87739294966936], [2.408077943618673, 48.87743240390899], [2.406983699710445, 48.877040484443604]]]}";48.8774829595,2.4077033877
CP001722;;75017;9;1;SLA;REHABILITATION_IMMEUBLE;;Rue des Batignolles;entre le rue des Dames et la rue Mariotte;2020-06-29;2022-01-14;BARRAGE_TOTAL;des Batignolles entre la rue des dames et la rue Mariotte. Le rue des Batignolles est mise en sens unique depuis la rue des Dames vers le bd des Batignolles. La rue Mariotte est inversée.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Batignolles Mairie 17Ã¨me 2Ã¨me version.pdf;2020-07-31;2021-09-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.322336416508151, 48.88411373621228], [2.322244620088799, 48.88409774990033], [2.321550069638668, 48.88451379591118], [2.321607266525214, 48.88455457103215], [2.321651960837557, 48.88458575766545], [2.322008388456657, 48.88436767418869], [2.321969075109956, 48.8843388977865], [2.322336416508151, 48.88411373621228]]]}";48.8843607124,2.32189817
CP002179;;75008;9;1;SAGP;REFECTION_CHAUSSEE;Réparation du trottoir;Rue Lincoln;à l'angle de l'avenue des Champs Elysées.;2021-10-18;2021-10-29;BARRAGE_TOTAL;entre la rue François 1er et l'avenue des Champs Elysées.;1;2;;2021-10-28;2021-10-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.303367912026035, 48.87098947456624], [2.303469309882944, 48.87095960656923], [2.303445594630234, 48.870952806221744], [2.303308389237528, 48.870801145383695], [2.303261966999833, 48.87081991159502], [2.303377779583557, 48.870952887315035], [2.303380417298506, 48.87097146243341], [2.303367912026035, 48.87098947456624]]]}";48.8708958751,2.30335968537
CP001808;348731;75019;10;2;RATP L11;TRAVAUX_OUVRAGE;Création d'un accès;Avenue Simon Bolivar;du n°1 au n°11 et du n°6 au n°16;2020-12-04;2021-10-19;SENS_UNIQUE;"de la rue S. Bolivar depuis rue Pradier vers et jusqu'à rue Belleville.
A partir du 01/09, le double-sens sera rétabli.";1;2;;2020-12-03;2021-09-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.384070842969436, 48.87414787171082], [2.384458297404551, 48.87407202644331], [2.384625561682164, 48.874035309557804], [2.385130722779159, 48.8739842241761], [2.384993430546767, 48.87389494436847], [2.384479940980157, 48.87396209162187], [2.384218778585476, 48.874025165937944], [2.383965689617515, 48.8740936493575], [2.384070842969436, 48.87414787171082]]]}";48.8740128379,2.38455269822
CP002154;;75007;12;1;DVD SD;REAMENAGEMENT_VOIRIE;Reprise du quai bus;202 rue de Grenelle;à l'angle de la rue Bosquet;2021-10-25;2021-11-18;RESTREINTE;Maintien d'une file de circulation.;2;2;;2021-09-22;2021-11-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.3040655074975103, 48.8570629089344], [2.304052496398867, 48.85700844833834], [2.303793108552431, 48.856886831438686], [2.303720748854926, 48.85690454322846], [2.3040655074975103, 48.8570629089344]]]}";48.8569658573,2.30390585835
CP001516;;75004;11;1;DCPA;REHABILITATION_IMMEUBLE;Réhabilitation du Théâtre de la Ville;Av Victoria;entre la rue Adolphe Adam et la place du Châtelet.;2019-10-12;2022-08-31;RESTREINTE;Maintien de 2 files de circulation.;1;2;;2019-10-01;2021-06-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.348194904588667, 48.85758814300805], [2.348538612862081, 48.85749840321287], [2.3485077415143563, 48.85744033853477], [2.348163959147377, 48.857536027046024], [2.348194904588667, 48.85758814300805]]]}";48.8575149662,2.34835395992
CP001815;;75018;9;3;SCCV Les Sources;CONSTRUCTION_IMMEUBLE;;rue du Professeur Gosset;n°48;2020-12-15;2022-09-30;RESTREINTE;maintien d'une file de circulation au droit de l'emprise avec la mise en place de la circulation alternée.;2;2;;2020-12-16;2020-12-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.346739958066636, 48.90139409090215], [2.347403549201458, 48.901395024037015], [2.347428546496916, 48.90134953258954], [2.346716206328207, 48.90134028122995], [2.346739958066636, 48.90139409090215]]]}";48.9013693704,2.34706288133
CP002039;;75012;14;2;RATP HTA;ENTRETIEN_RESEAU;Renouvellement câbles pour les lignes 11 et 14;Quai de la Rapée / Place Mazas;Côté Seine;2021-07-19;2021-10-22;RESTREINTE;Circulation Bus restreinte lors de l'arrêt de camion;1;2;;2021-06-22;2021-09-09;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.367812923849634, 48.84547409992482], [2.367926856214436, 48.84541426051849], [2.367893902602693, 48.84539647786339], [2.367814579026863, 48.84545649922736], [2.3677565633358713, 48.84548379576038], [2.367682049218992, 48.84550386595617], [2.367635806884662, 48.84551171216985], [2.36754784191023, 48.8455112471752], [2.3674701280246913, 48.845497987177275], [2.3673926568045403, 48.84546473926392], [2.367177426729303, 48.84537508158387], [2.367061223368184, 48.84532497243896], [2.367023053926715, 48.84538045160163], [2.367257468832967, 48.845434042416066], [2.367523091451638, 48.84553062881589], [2.367645000878119, 48.845526513846885], [2.367812923849634, 48.84547409992482]]], [[[2.367895345541853, 48.84539648548733], [2.367926856214436, 48.84541426051849], [2.367894630523692, 48.84539600594862], [2.367895345541853, 48.84539648548733]]]]}";48.8454320987,2.3673772299
CP001764;;75008;9;3;AVRIL;REHABILITATION_IMMEUBLE;Rénovation complète et extension;11/13 rue de Monceau;;2020-11-30;2023-01-31;RESTREINTE;"Maintien de 4m de circulation
Maintien du contre sens cyclable";2;2;;2020-10-19;2020-10-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.306993062665561, 48.87579099688083], [2.30703311608456, 48.875763150457324], [2.306790957047797, 48.8755809054974], [2.306748721026638, 48.875610167356626], [2.306993062665561, 48.87579099688083]]]}";48.8756855286,2.30689042189
CP001609;;75006;12;3;Sénat;REHABILITATION_IMMEUBLE;;rue de Vaugirard;entre la rue de Tournon et la rue Garancière.;2020-07-02;2022-01-31;RESTREINTE;"Maintien d'une file réduite dans chaque sens.
La rue Garancière sera mise à sens unique en direction de la rue Palatine.";2;2;;2020-03-09;2020-06-30;"{""type"": ""Polygon"", ""coordinates"": [[[2.336008409898228, 48.849564069459575], [2.336033110751795, 48.849380028718265], [2.336099794132965, 48.84935327230715], [2.336758560269391, 48.849379769659876], [2.336764856658318, 48.84933839989748], [2.33653275727, 48.849330450606004], [2.336499212246473, 48.84930313723115], [2.336060221195462, 48.84928975585529], [2.336040521297536, 48.849307731735394], [2.336024517918288, 48.849318588118415], [2.336014259710721, 48.84933138122461], [2.336008309718558, 48.84934562552129], [2.335980307010471, 48.84956248621215], [2.336008409898228, 48.849564069459575]]]}";48.8493510507,2.33631271095
CP000665;;75013;14;2;RATP;CREATION_ENTRETIEN_OUVRAGE_ART;Création d'une nouvelle station de métro pour la ligne 14.;Av d'Italie;entre la rue Caillaux et rue Tagore.;2018-04-09;2024-06-28;RESTREINTE;Maintien d'une seule file de circulation dans chaque sens.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/IC_MBP20200121 Plantation arbres.pdf;2018-04-26;2021-05-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.358405068815885, 48.82212853344199], [2.358768551673645, 48.82216855651797], [2.358964342189241, 48.82148546880343], [2.358512697209675, 48.82143545432379], [2.358293449049879, 48.82212079523479], [2.358405068815885, 48.82212853344199]]]}";48.8218044101,2.35863404458
CP000127;;75008;9;2;EOLE;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Av César Caire;;2016-07-18;2021-12-31;RESTREINTE;Maintien de 3,5m de circulation en direction de place St Augustin;2;2;;2016-12-22;2017-08-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.319098927929994, 48.87657612593808], [2.319280984082113, 48.87658549009419], [2.319393802323242, 48.876233965119226], [2.319217251804308, 48.87621749438672], [2.319098927929994, 48.87657612593808]]]}";48.8764037614,2.31924726547
CP002103;;75010;11;2;CPCU;ENTRETIEN_RESEAU;Travaux de remise à l'égout;38 rue des Petits Hôtels;à l'angle de la place Franz Liszt;2021-08-30;2021-11-05;RESTREINTE;Maintien d'une file de circulation avec double-sens cyclable.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/MAE CH703 Information aux Riverains - 38 rue des Petits HÃ´tels 75010 Paris.pdf;2021-07-16;2021-07-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.35206175770058, 48.87771175166977], [2.352197964321185, 48.87763753470769], [2.352326274963648, 48.87761800294556], [2.352306923147224, 48.877578636916965], [2.352191281971538, 48.87759466776144], [2.352117050580437, 48.87761687080685], [2.352017065883602, 48.8776793864569], [2.35206175770058, 48.87771175166977]]]}";48.8776363124,2.35216540688
CP002145;;75008;9;1;STV;REFECTION_CHAUSSEE;Reprise du pavage;38-42 av des Champs Elysées;;2021-10-04;2021-11-19;RESTREINTE;Maintien d'une file de circulation vers la Place Charles de Gaulle Etoile Dépose des emprises le 15/10 et repose le 18/10.;1;2;;2021-09-10;2021-09-10;"{""type"": ""Polygon"", ""coordinates"": [[[2.307830144220567, 48.86984452335774], [2.307746840366844, 48.86973458324304], [2.307388127491812, 48.869856243517354], [2.307462492419019, 48.86996018298845], [2.307830144220567, 48.86984452335774]]]}";48.8698483078,2.30760900167
CP001832;;75008;9;3;Bouygues batiment;CONSTRUCTION_IMMEUBLE;;Cours Albert 1er;n°38;2021-04-19;2022-08-26;RESTREINTE;Lors du montage de la grue à tour et de l'installation de la base vie fermeture du Cours Albert 1er  depuis la rue Bayard du 22/05 au 16/06 de 22h à 5h30 .Maintien d'une file de circulation de 5,50, report de la piste cyclable au droit de l'emprise.;2;2;;2021-01-18;2021-07-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.304692490004753, 48.86475023193304], [2.304350955018307, 48.864734826251045], [2.304357370740927, 48.864863701604015], [2.304686880950243, 48.86486561641514], [2.304692490004753, 48.86475023193304]]]}";48.8648031527,2.3045189052
CP002158;;75019;10;2;RATP ligne 2;TRAVAUX_OUVRAGE;Renforcement des travées du métro aérien;222-230 Boulevard de la Villette;;2021-11-02;2022-07-29;RESTREINTE;neutralisation du stationnement, piéton en lice;2;2;;2021-10-04;2021-11-17;"{""type"": ""Polygon"", ""coordinates"": [[[2.366299232998371, 48.88435282951406], [2.367183933739846, 48.88429207374539], [2.367171397017559, 48.88413615136192], [2.366761568013653, 48.88416253813643], [2.366269049854223, 48.88416469145341], [2.366299232998371, 48.88435282951406]]]}";48.8842402915,2.3667159313
CP002169;;75014;12;2;RATP RER;TRAVAUX_OUVRAGE;Base vie pour création sorties supplémentaires RER.;Place Denfert Rochereau;Contre allée coté Est;2021-11-08;2023-07-04;RESTREINTE;Déplacement du passage piétons coté Ouest centre place et neutralisation de la contre allée.;2;2;;2021-10-15;2021-10-15;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.33248140461793, 48.83413860435074], [2.332742694144547, 48.83427688631628], [2.333119304319019, 48.83409101097215], [2.333226569653753, 48.83397345230322], [2.333294052237815, 48.83378585268434], [2.333327347585872, 48.83372696036534], [2.332964234961482, 48.833493994347485], [2.332865655146731, 48.83356863469825], [2.333107775728407, 48.83372036525181], [2.33314714410965, 48.83382262922859], [2.333064216172524, 48.83394569369624], [2.332810316333014, 48.83407854659821], [2.33248140461793, 48.83413860435074]]], [[[2.332480510191037, 48.83413876754145], [2.332467827053632, 48.834141083688415], [2.332500228199379, 48.83415200660427], [2.332480510191037, 48.83413876754145]]], [[[2.332480510191037, 48.83413876754145], [2.33248140461793, 48.83413860435074], [2.332476029809183, 48.83413575932264], [2.332480510191037, 48.83413876754145]]]]}";48.8339370561,2.33299192851
CP001725;200791;75001;11;3;ELOGIE - SIEMP;REHABILITATION_IMMEUBLE;;rue la Feuillade;N°3;2020-09-01;2021-12-31;RESTREINTE;Neutralisation du couloir de bus, reste une file de circulation;2;2;;2020-08-11;2020-08-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.34019371014991, 48.865944855997306], [2.34026750676195, 48.86595597130486], [2.340484515012957, 48.86590838686097], [2.340506620827214, 48.86587162564544], [2.34019371014991, 48.865944855997306]]]}";48.8659188251,2.34036508087
CP002165;430834;75008;9;2;Enedis;ENTRETIEN_RESEAU;;22 - 28 avenue Matignon;;2021-10-25;2021-11-19;RESTREINTE;"Mise en place d'un passage en lice dans le couloir bus entre 7h30 et 17h00;";2;2;;2021-10-11;2021-10-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.313809849823496, 48.87111013805696], [2.313755403153554, 48.87113600039594], [2.31377820511471, 48.871184911488676], [2.3141758753359642, 48.871665472860336], [2.314242915873086, 48.87164206215297], [2.313809849823496, 48.87111013805696]]]}";48.8713883158,2.31399193703
CP001464;;75017;9;2;SNCF-EOLE;REAMENAGEMENT_VOIRIE;Création d'une zone d'attente pour les camions.;Voie Bj/17;place de Verdun;2019-10-07;2022-06-30;RESTREINTE;modification des files de circulation au droit de la zone.;2;2;;2019-07-26;2019-09-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.281016095809532, 48.8795919530211], [2.280709219808135, 48.87912307890699], [2.280560737854259, 48.878971878195365], [2.280535322133484, 48.87904419517201], [2.280853550479006, 48.879574872236304], [2.281016095809532, 48.8795919530211]]]}";48.8793130376,2.28076451475
CP000139;;75013;14;3;SEMAPA;REAMENAGEMENT_SECTEUR;;Secteur quai d'Ivry;;2012-01-01;2023-12-29;RESTREINTE;Réduction de la circulation selon les phases;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Panneau DVD Paris_QUAI IVRY.pdf;2016-12-23;2021-01-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.386040410939927, 48.827260459509624], [2.389009733862188, 48.82510049591564], [2.381913601308459, 48.82268480304112], [2.37972501346501, 48.824789551026136], [2.382560534273685, 48.82574947645587], [2.386040410939927, 48.827260459509624]]]}";48.824945581,2.38428443983
CP000971;;75017;9;2;EOLE;TRAVAUX_OUVRAGE;Création d'une nouvelle gare RER E et percement du tunnel;Porte Maillot;;2017-12-01;2021-12-31;RESTREINTE;Modification de la circulation selon les phases. Mise en place de la circulation à double sens à partir du 22/08/19.;1;2;;2018-11-23;2021-06-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.281210774423776, 48.87845552088945], [2.281843964879394, 48.87865373501512], [2.282215481255645, 48.87869688670718], [2.282837153617556, 48.87860856146873], [2.283414504896833, 48.878356272516456], [2.2838131935890083, 48.87813837032774], [2.284104671821884, 48.87825826638113], [2.284513012907371, 48.87816940837366], [2.284809727429349, 48.877908024490985], [2.284196790497687, 48.87748008722191], [2.283973125710321, 48.877203657401495], [2.283649292202913, 48.87706874432277], [2.28323192005384, 48.87697419484342], [2.282705802296034, 48.876889196273794], [2.282038002575575, 48.87694652539777], [2.281601639658295, 48.877107602060725], [2.281257805187676, 48.87728964055456], [2.280879943659173, 48.87770681143538], [2.280828995219532, 48.87802358330166], [2.280902689786198, 48.87830028726154], [2.281210774423776, 48.87845552088945]]]}";48.8777894077,2.2826159689
CP002000;392873;75014;11;3;FIAP;REHABILITATION_IMMEUBLE;;38 rue Cabanis;;2021-05-26;2021-11-30;RESTREINTE;Maintien d'une file de 3,5m de circulation avec le contre-sens cyclable.;2;2;;2021-05-26;2021-05-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.337579851828731, 48.83038272339217], [2.337645703464819, 48.83038149891253], [2.337644705456237, 48.830403866204854], [2.337705762817723, 48.83040150531347], [2.337704826108864, 48.830380555512356], [2.337791102456817, 48.830379610439884], [2.337756412560185, 48.830348639993325], [2.337599723449549, 48.83035062778058], [2.337579851828731, 48.83038272339217]]]}";48.8303708305,2.33768049808
CP002135;422355;75007;12;2;GRDF;ENTRETIEN_RESEAU;Renouvellement Réseau Gaz;Rue de Lille;Entre rue de Beaune et rue de Solférino;2021-09-06;2021-12-15;RESTREINTE;"Travaux sur trottoir, Renvoi piétons dans le stationnement
Traversées de chaussée en 2 phases, avec maintien de circulation";;2;;2021-08-25;2021-09-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.329543869549628, 48.85852172733191], [2.3263139163885143, 48.85947255503948], [2.32374167074568, 48.8602372203151], [2.323755895257193, 48.86025276773444], [2.329568348172032, 48.85854867684999], [2.329543869549628, 48.85852172733191]]]}";48.8593207463,2.32688442916
CP001601;;75016;13;;RIVP;REHABILITATION_IMMEUBLE;Construction d'un ensemble immobilier;Angle des rues Jasmin et Henri Heine;;2020-03-02;2022-03-04;RESTREINTE;;2;2;;2020-02-20;2020-03-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.266003490928231, 48.851639608404106], [2.26600804347493, 48.851700314605225], [2.266155081526483, 48.851757137159126], [2.266265635007745, 48.85171617192915], [2.266468787151373, 48.85150087685271], [2.266434937808103, 48.85147211452545], [2.266229865511135, 48.851695726781735], [2.266155818727619, 48.85170479062004], [2.266003490928231, 48.851639608404106]]]}";48.851649196,2.26623639564
CP001737;;75013;14;1;STEA;CREATION_RESEAUX;Création d'un Bassin de stockage;bd de l'Hopital;Square Marie Curie;2020-10-01;2024-04-30;RESTREINTE;;2;2;;2020-09-10;2020-09-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.362239032875808, 48.84006847339192], [2.363620192184527, 48.84185194451383], [2.364493944795216, 48.84089377350789], [2.363430079104163, 48.840434494457966], [2.362899350088685, 48.840273303739046], [2.362239032875808, 48.84006847339192]]]}";48.8409140498,2.36344821274
CP002183;;75013;14;2;RTE;CREATION_RESEAUX;Création d'une ligne de liaison;Bd Kellermann;Entre rue des Peupliers et rue des Longues Raies;2021-08-16;2021-11-08;BARRAGE_TOTAL;;2;2;;2021-10-29;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.35244009819803, 48.82120764030733], [2.352443398351137, 48.82116114046474], [2.3510966180197093, 48.821157410052486], [2.350765754737964, 48.82117531592269], [2.350767788098911, 48.82123078272066], [2.352426562130199, 48.821207567002936], [2.35244009819803, 48.82120764030733]]]}";48.8211901305,2.3515601876
CP002105;385599;75006;12;2;EDP;ENTRETIEN_RESEAU;remplacement de canalisation;rue de Sèvres;n°10, n°12;2021-08-30;2022-01-30;RESTREINTE;modification des files de circulation.;2;2;;2021-07-19;2021-07-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.328414571629847, 48.85185583341949], [2.32819504949935, 48.851822476917356], [2.32818568374986, 48.851849789075544], [2.328179891686362, 48.85187950099749], [2.32842103179024, 48.851914168714316], [2.328430337467749, 48.851891614701955], [2.328414571629847, 48.85185583341949]]]}";48.8518687438,2.32830446933
CP002088;432825;75019;10;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;Inspection et réparation si nécessaire.;Place de la Bataille de Stalingrad;;2021-08-02;2021-11-26;RESTREINTE;Maintien de deux files de circulation vers l'av Jean Jaurès et d'une file vers av de Flandre.;1;2;;2021-07-09;2021-07-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.368873559786709, 48.88342218292091], [2.368956465935161, 48.88340259279296], [2.369059118537841, 48.88329669475345], [2.369028500876297, 48.88325416426211], [2.368873559786709, 48.88342218292091]]]}";48.8833424466,2.36897827583
CP002177;;75001;11;3;Le Louvre;TRAVAUX_OUVRAGE;Sécurisation accès Louvre;avenue du Général Leumonnier;Accès Tunnel;2021-11-08;2022-04-15;RESTREINTE;Maintien de 2 voies de 3.50m;2;2;;2021-10-28;2021-10-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.330497590809816, 48.86164343572711], [2.3305248821600832, 48.861624551879224], [2.330253628063234, 48.86126372518793], [2.3300719865033, 48.861096506900125], [2.329962411949886, 48.86106377047929], [2.33039991260546, 48.861677758801434], [2.330497590809816, 48.86164343572711]]]}";48.8613900006,2.33026655777
CP002061;413049;75016;13;2;CPCU;TRAVAUX_URGENCE;Fuite sur retour d'eau.;11 rue de Boulainvilliers;;2021-06-28;2021-08-27;RESTREINTE;Neutralisation du couloir bus.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/32S21025 - Information aux Riverains - 11 rue Boulainvilliers 75016 Paris - PHASE 2.pdf;2021-07-05;2021-07-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.276230844427028, 48.85242417970805], [2.276291965095579, 48.85242454941114], [2.276441444835569, 48.8523438678134], [2.276417642108179, 48.852326952565406], [2.276347770044511, 48.852363241958884], [2.276269121213704, 48.8522893423379], [2.276224843588505, 48.852312642293455], [2.276300692899481, 48.8523896988583], [2.276230844427028, 48.85242417970805]]]}";48.8523592879,2.27631458405
CP001383;104355;75016;13;3;Fonciére Lyonnaise;REHABILITATION_IMMEUBLE;;avenue avenue d'Iéna / rue Presbourg/avenue Marceau;n°96,n°3, du 85 bis au n°83.;2019-07-01;2021-09-30;BARRAGE_TOTAL;fermeture de la contre allée entre le n°94 et la rue de Presbourg;2;2;;2019-06-14;2021-08-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.295481739227999, 48.871913616483575], [2.295445731066967, 48.87212232579245], [2.295433557713149, 48.87216889322324], [2.295392341798801, 48.87217578870642], [2.295387601523254, 48.872206218887506], [2.295422750776388, 48.87222117862925], [2.295509033303828, 48.872242626804045], [2.295502868732927, 48.872271620446575], [2.29551287888391, 48.87227834170171], [2.295543833714101, 48.872283283210166], [2.295550101576183, 48.87229997684703], [2.296016174452671, 48.87240503810826], [2.296024985413367, 48.872393668261125], [2.296118688556715, 48.87239993014402], [2.296328418402883, 48.872148458419055], [2.296229543062417, 48.87209790686929], [2.296007369114732, 48.87236263082457], [2.295788820957334, 48.87230566418956], [2.295534771337687, 48.87225991078598], [2.295590623218425, 48.871917588473465], [2.295481739227999, 48.871913616483575]]]}";48.8722053987,2.29582241566
CP002137;;75008;9;2;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement de canalisation;Rue d'Amsterdam, rue de Londres;;2021-09-13;2022-03-11;RESTREINTE;;2;2;;2021-08-31;2021-08-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.327304217171399, 48.877688813704616], [2.327300147459003, 48.87768879083574], [2.327019348982708, 48.87768989713406], [2.327008980664603, 48.87754758270148], [2.326952014391645, 48.877547262437716], [2.326961376731735, 48.87776740968482], [2.327009442192238, 48.87782672942951], [2.327304217171399, 48.877688813704616]]]}";48.8777078002,2.32705829844
CP000753;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Couverture des voies SNCF;Av de France;côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.;2018-07-23;2023-11-30;RESTREINTE;Les deux sens de circulations sont reportés côté pair de l'avenue.;2;2;;2018-06-29;2018-06-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.379871709032514, 48.827142370906685], [2.38117464776603, 48.82571180087149], [2.380418211573322, 48.82548285012793], [2.3786689133943, 48.82665533943943], [2.379871709032514, 48.827142370906685]]]}";48.8263076643,2.37996947287
CP000938;;75008;9;2;SNCF;CREATION_RESEAUX;Installation d'une base vie, pour les travaux Eole .;avenue Friedland;En vis à vis du n°15 au n° 19;2019-01-08;2022-12-31;RESTREINTE;Report de la circulation générale dans la contre-allée. Mise à sens unique de la rue Beaujon depuis la rue Balzac vers et jusqu'à l'avenue Friedland.;1;2;;2018-10-29;2018-12-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.302276241512825, 48.87455169151426], [2.302805759292827, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.302276241512825, 48.87455169151426]]]}";48.8745467502,2.30265030446
CP000412;;75002;11;3;OPPIC;REHABILITATION_IMMEUBLE;Réhabilitation de la BNF;rue des Petits Champs;n°8;2017-09-22;2022-08-31;RESTREINTE;fermeture de la rue Feuillade et la rue des Petits champs depuis la place des victoires jusqu'à la rue saint Anne, sauf riverains, bus et desserte locale;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2017_09_Vivienne_2eme_BNF.pdf;2017-09-18;2021-01-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.338609058863526, 48.86640952093514], [2.338569916058014, 48.86636766317272], [2.33807247681959, 48.86648626883535], [2.33814054757423, 48.866522337568824], [2.33860724038438, 48.86641070071882], [2.338609058863526, 48.86640952093514]]]}";48.8664464808,2.33834758357
CP002186;;75020;10;1;Mission Vélo;REAMENAGEMENT_VOIRIE;Pérennisation de la Piste Cyclable;avenue Gambetta;Entre Place Gambetta et rue de la chine;2021-11-15;2021-12-17;RESTREINTE;Maintien de la  la circulation BUS, des riverains et services depuis rue de la Chine vers la Place Gambetta;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Gambetta Est A3.pdf;2021-11-04;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.3998665628642453, 48.8664120744218], [2.398738301375285, 48.86511536754476], [2.398692902633116, 48.865171504700214], [2.399929809887976, 48.86656087238512], [2.399995176988893, 48.866539718491744], [2.3998665628642453, 48.8664120744218]]]}";48.8658135116,2.39930582028
CP001736;;75002;11;3;82/92 Réaumur;TRAVAUX_OUVRAGE;Rénovation marquise;Rue de Réaumur;82/92 et retours;2020-09-28;2021-11-05;RESTREINTE;Neutralisation d'une file sur la rue de Réaumur;2;2;;2020-09-10;2020-10-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.349577621977665, 48.867009081788204], [2.349613687180298, 48.86700927777437], [2.349655816085154, 48.86695715684271], [2.351050120960455, 48.86664587011991], [2.351112983399991, 48.866666436277335], [2.351144642771483, 48.86673085518729], [2.351200721486927, 48.86671688212312], [2.351119608699181, 48.866568912352186], [2.349553445342028, 48.86692328708055], [2.349555248735451, 48.866923296881204], [2.349557052128874, 48.86692330668184], [2.349577621977665, 48.867009081788204]]]}";48.8667694455,2.35039175586
